"prime" "trialID" "lexicality" "target" "cluster" "freqtarget" "stemunrelated" "unrelatedfreq" "lengthtarget" "lengthprime" "relatedness" "condition" "old20target" "old20prime" "stem" "freqcluster" "subjectID" "experimentID" "rotation" "handedness" "RT" "response" "orderID" "acc" "rtPrec" "accPrec" "morphInterference" "explInterp"
"scoppimente" 21051 "word" "virgola" "mente" 2.456 "scoppio" 2.452 7 11 "unrelated" "morphological" 1.9 2.95 "scoppi" 5.521 "SP12" "MPF" 6 "S" 544 "word" 42 1 638 "1" 0.03492881 -0.7314597
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "DS31" "MPF" 1 "D" 508 "word" 50 1 489 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "AC43" "MPF" 1 "D" 559 "word" 47 1 779 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "MVT19" "MPF" 1 "D" 730 "word" 50 1 708 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "AG25" "MPF" 1 "D" 520 "word" 71 1 662 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "DM7" "MPF" 1 "D" 963 "nonword" 48 0 716 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "EM13" "MPF" 1 "D" 703 "word" 104 1 669 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "EP37" "MPF" 1 "D" 607 "word" 57 1 587 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "VA49" "MPF" 1 "D" 510 "word" 50 1 532 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "CF1" "MPF" 1 "D" 508 "word" 76 1 757 "1" NA NA
"scossespa" 23032 "word" "cenere" "espa" 2.887 "scossa" 2.885 6 9 "unrelated" "LF_orthog" 1 3.05 "scoss" 2.322 "FD55" "MPF" 1 "D" 536 "word" 159 1 577 "1" NA NA
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "SE23" "MPF" 5 "D" 762 "word" 44 1 910 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "SS41" "MPF" 5 "D" 631 "word" 76 1 704 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "GL47" "MPF" 5 "S" 499 "word" 53 1 0 "0" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "SB35" "MPF" 5 "D" 824 "word" 50 1 614 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "AB53" "MPF" 5 "D" 548 "word" 171 1 541 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "AC29" "MPF" 5 "D" 905 "word" 83 1 708 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "RS56" "MPF" 5 "D" 669 "word" 86 1 516 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "MN5" "MPF" 5 "S" 490 "word" 104 1 582 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "SP17" "MPF" 5 "D" 577 "word" 44 1 934 "1" -0.09854688 -0.8395324
"scossizia" 21032 "word" "cenere" "izia" 2.887 "scossa" 2.885 6 9 "unrelated" "morphological" 1 2.95 "scoss" 4.763 "MT11" "MPF" 5 "S" 794 "word" 57 1 611 "1" -0.09854688 -0.8395324
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "GS36" "MPF" 6 "D" 838 "word" 85 1 805 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "AA18" "MPF" 6 "D" 623 "word" 134 1 625 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "MV48" "MPF" 6 "D" 667 "word" 76 1 877 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "SP12" "MPF" 6 "S" 586 "word" 109 1 656 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "ZF42" "MPF" 6 "D" 655 "word" 76 1 864 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "GDL30" "MPF" 6 "D" 685 "word" 75 1 824 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "RE24" "MPF" 6 "S" 631 "word" 104 1 781 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "CC6" "MPF" 6 "D" 570 "word" 48 1 626 "1" NA NA
"scossolto" 22032 "word" "cenere" "olto" 2.887 "scossa" 2.885 6 9 "unrelated" "HF_orthog" 1 2.9 "scoss" 5.271 "GF54" "MPF" 6 "D" 439 "word" 154 1 530 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MB38" "MPF" 2 "D" 771 "nonword" 48 1 839 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "FLB20" "MPF" 2 "D" 918 "nonword" 57 1 842 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AC29" "MPF" 5 "D" 635 "nonword" 66 1 788 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "VB10" "MPF" 4 "D" 618 "nonword" 136 1 754 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AV45" "MPF" 3 "D" 647 "nonword" 165 1 582 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "FC52" "MPF" 4 "D" 639 "nonword" 139 1 457 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "GF54" "MPF" 6 "D" 467 "nonword" 63 1 578 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "DC2" "MPF" 2 "D" 686 "nonword" 136 1 645 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "DS31" "MPF" 1 "D" 759 "nonword" 139 1 880 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MP15" "MPF" 3 "D" 687 "nonword" 57 1 736 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "CC6" "MPF" 6 "D" 725 "nonword" 174 1 778 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "FC39" "MPF" 3 "S" 828 "nonword" 33 1 974 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "ACV34" "MPF" 4 "S" 656 "nonword" 139 1 492 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "EP37" "MPF" 1 "D" 839 "nonword" 136 1 862 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "GP40" "MPF" 4 "D" 695 "nonword" 145 1 649 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "GG27" "MPF" 3 "D" 665 "nonword" 166 1 696 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "ZF42" "MPF" 6 "D" 644 "nonword" 57 1 612 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MV48" "MPF" 6 "D" 629 "nonword" 57 1 742 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AG25" "MPF" 1 "D" 605 "nonword" 38 1 612 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MC16" "MPF" 4 "D" 767 "nonword" 23 1 664 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "ADC28" "MPF" 4 "D" 535 "nonword" 34 1 482 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "FD55" "MPF" 1 "D" 683 "nonword" 132 1 1054 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MT11" "MPF" 5 "S" 591 "nonword" 136 1 542 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "SDC32" "MPF" 2 "D" 614 "nonword" 139 1 729 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MN5" "MPF" 5 "S" 729 "nonword" 152 1 611 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "GL47" "MPF" 5 "S" 0 "NoResponse" 160 0 0 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MC26" "MPF" 2 "D" 988 "nonword" 115 1 661 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AB53" "MPF" 5 "D" 684 "nonword" 67 1 596 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "SE23" "MPF" 5 "D" 1112 "nonword" 59 1 1151 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AR50" "MPF" 2 "D" 734 "nonword" 139 1 744 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "EV51" "MPF" 3 "D" 839 "nonword" 139 1 716 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "LJ22" "MPF" 4 "D" 652 "nonword" 136 1 623 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "VA49" "MPF" 1 "D" 419 "word" 139 0 496 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AF8" "MPF" 2 "D" 624 "nonword" 57 1 442 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "LM21" "MPF" 3 "D" 689 "nonword" 139 1 1261 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "DM7" "MPF" 1 "D" 722 "nonword" 174 1 604 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "ADB4" "MPF" 4 "D" 1175 "nonword" 136 1 1249 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AC43" "MPF" 1 "D" 895 "nonword" 23 1 699 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "LC44" "MPF" 2 "D" 702 "nonword" 156 1 555 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MC3" "MPF" 3 "D" 713 "nonword" 139 1 560 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "IF14" "MPF" 2 "D" 706 "nonword" 52 1 692 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "SP12" "MPF" 6 "S" 647 "nonword" 33 1 628 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "SB35" "MPF" 5 "D" 788 "nonword" 139 1 610 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "CF1" "MPF" 1 "D" 717 "nonword" 57 1 583 "0" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "RS56" "MPF" 5 "D" 700 "nonword" 121 1 761 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "MVT19" "MPF" 1 "D" 781 "nonword" 139 1 857 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "SS41" "MPF" 5 "D" 647 "nonword" 57 1 846 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "GS36" "MPF" 6 "D" 663 "nonword" 52 1 576 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "RE24" "MPF" 6 "S" 727 "nonword" 152 1 602 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "SP17" "MPF" 5 "D" 734 "nonword" 59 1 585 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "EM13" "MPF" 1 "D" 767 "nonword" 152 1 593 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "GC46" "MPF" 4 "D" 846 "nonword" 101 1 598 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "CS33" "MPF" 3 "D" 628 "nonword" 59 1 591 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AA18" "MPF" 6 "D" 618 "nonword" 145 1 586 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "AB9" "MPF" 3 "D" 634 "nonword" 139 1 772 "1" NA NA
"segrebata" 31129 "nonword" "pirtola" "ata" NA NA NA 7 9 "unrelated" "morphological" 1.85 2.2 "segreb" 5.676 "GDL30" "MPF" 6 "D" 742 "nonword" 95 1 639 "1" NA NA
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "VA49" "MPF" 1 "D" 431 "word" 95 1 462 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "AC43" "MPF" 1 "D" 517 "word" 152 1 616 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "FD55" "MPF" 1 "D" 475 "word" 37 1 679 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "AG25" "MPF" 1 "D" 445 "word" 111 1 597 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "CF1" "MPF" 1 "D" 419 "word" 151 1 573 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "DM7" "MPF" 1 "D" 831 "word" 79 1 739 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "EM13" "MPF" 1 "D" 603 "word" 99 1 1164 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "DS31" "MPF" 1 "D" 418 "word" 95 1 516 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "EP37" "MPF" 1 "D" 525 "word" 48 1 658 "1" -0.03012638 -0.5054636
"sellale" 11073 "word" "sella" "ale" 2.795 "suora" 2.795 5 7 "related" "morphological" 1 1.85 "sell" 5.596 "MVT19" "MPF" 1 "D" 771 "word" 95 1 818 "1" -0.03012638 -0.5054636
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "GG27" "MPF" 3 "D" 542 "word" 77 1 1321 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "MP15" "MPF" 3 "D" 639 "word" 151 1 677 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "CS33" "MPF" 3 "D" 588 "word" 69 1 763 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "AV45" "MPF" 3 "D" 608 "word" 138 1 561 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "EV51" "MPF" 3 "D" 535 "word" 95 1 674 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "LM21" "MPF" 3 "D" 575 "word" 95 1 503 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "AB9" "MPF" 3 "D" 549 "word" 95 1 675 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "MC3" "MPF" 3 "D" 599 "word" 95 1 526 "1" NA NA
"sellebo" 12073 "word" "sella" "ebo" 2.795 "suora" 2.795 5 7 "related" "LF_orthog" 1 2.1 "sell" 2.996 "FC39" "MPF" 3 "S" 620 "word" 129 1 718 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "AR50" "MPF" 2 "D" 621 "word" 95 1 557 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "MC26" "MPF" 2 "D" 515 "word" 75 1 596 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "AF8" "MPF" 2 "D" 469 "nonword" 151 0 476 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "MB38" "MPF" 2 "D" 521 "word" 81 1 575 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "DC2" "MPF" 2 "D" 590 "word" 48 1 544 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "LC44" "MPF" 2 "D" 481 "word" 77 1 481 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "FLB20" "MPF" 2 "D" 480 "word" 151 1 688 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "IF14" "MPF" 2 "D" 549 "word" 32 1 776 "1" NA NA
"selleve" 12073 "word" "sella" "eve" 2.795 "suora" 2.795 5 7 "related" "HF_orthog" 1 2 "sell" 4.858 "SDC32" "MPF" 2 "D" 577 "word" 95 1 531 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "AB53" "MPF" 5 "D" 463 "word" 33 1 522 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "MT11" "MPF" 5 "S" 442 "word" 45 1 830 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "SE23" "MPF" 5 "D" 675 "word" 74 1 1429 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "RS56" "MPF" 5 "D" 879 "word" 28 1 627 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "MN5" "MPF" 5 "S" 480 "word" 95 1 807 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "SS41" "MPF" 5 "D" 510 "word" 154 1 500 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "SP17" "MPF" 5 "D" 656 "word" 74 1 702 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "GL47" "MPF" 5 "S" 481 "word" 83 1 0 "0" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "AC29" "MPF" 5 "D" 598 "word" 109 1 762 "1" NA NA
"semanto" 12076 "word" "seme" "anto" 2.779 "rana" 2.772 4 7 "related" "HF_orthog" 1 1.9 "sem" 5.273 "SB35" "MPF" 5 "D" 658 "word" 91 1 600 "1" NA NA
"semevole" 11076 "word" "seme" "evole" 2.779 "rana" 2.772 4 8 "related" "morphological" 1 2.8 "sem" 4.305 "MC16" "MPF" 4 "D" 629 "word" 55 1 596 "1" -0.03176118 -0.8402298
"semevole" 11076 "word" "seme" "evole" 2.779 "rana" 2.772 4 8 "related" "morphological" 1 2.8 "sem" 4.305 "ACV34" "MPF" 4 "S" 537 "word" 91 1 491 "1" -0.03176118 -0.8402298
"semevole" 11076 "word" "seme" "evole" 2.779 "rana" 2.772 4 8 "related" "morphological" 1 2.8 "sem" 4.305 "GC46" "MPF" 4 "D" 676 "word" 72 1 643 "1" -0.03176118 -0.8402298
"semevole" 11076 "word" "seme" "evole" 2.779 "rana" 2.772 4 8 "related" "morphological" 1 2.8 "sem" 4.305 "ADC28" "MPF" 4 "D" 453 "word" 166 1 590 "1" -0.03176118 -0.8402298
"semevole" 11076 "word" "seme" "evole" 2.779 "rana" 2.772 4 8 "related" "morphological" 1 2.8 "sem" 4.305 "GP40" "MPF" 4 "D" 519 "word" 125 1 545 "1" -0.03176118 -0.8402298
"semevole" 11076 "word" "seme" "evole" 2.779 "rana" 2.772 4 8 "related" "morphological" 1 2.8 "sem" 4.305 "VB10" "MPF" 4 "D" 600 "word" 45 1 664 "1" -0.03176118 -0.8402298
